Date,TWSEMarginMaintenanceRate_IncludeETF,TWSEMarginMaintenanceRate_ExcludeETF,TWSEMarginMarketValueK_IncludeETF,TWSEMarginMarketValueK_ExcludeETF,TWSEETFMarginMarketValueK,TWSETotalMarginAmountK,TPEXMarginMaintenanceRate_IncludeETF,TPEXMarginMaintenanceRate_ExcludeETF,TPEXMarginMarketValueK_IncludeETF,TPEXMarginMarketValueK_ExcludeETF,TPEXETFMarginMarketValueK,TPEXTotalMarginAmountK,CombinedMarginMaintenanceRate_IncludeETF,CombinedMarginMaintenanceRate_ExcludeETF,CombinedMarginMarketValueK_IncludeETF,CombinedMarginMarketValueK_ExcludeETF,CombinedETFMarginMarketValueK,CombinedTotalMarginAmountK,Status
2016-03-03,166.5004509499218,155.40639974037092,225153176.86,210151050.07999998,15002126.780000031,135226767.0,173.35467332541091,173.35298579509856,93440342.78999999,93439433.19,909.5999999940395,53901254.0,168.4538959195264,160.5211547526318,318593519.65,303590483.27,15003036.379999995,189128021.0,ok
2016-03-04,167.94242414826454,157.27217223197866,227542940.05,213085958.70999998,14456981.340000033,135488660.0,174.41936683167623,174.41768320733678,94729605.23,94728690.83000001,914.3999999910593,54311403.0,169.7958052205705,162.1783705835756,322272545.28000003,307814649.53999996,14457895.74000007,189800063.0,ok
2016-03-07,167.89849481747078,157.17359528967654,228363343.22000003,213776113.51,14587229.710000038,136012740.0,174.30784437820134,174.30617543008992,95250866.69,95249954.69,912.0,54645198.0,169.73550291412468,162.08402935732997,323614209.91,309026068.2,14588141.710000038,190657938.0,ok
2016-03-08,168.03195046662958,157.23585513593642,230798111.23000002,215969274.19,14828837.040000021,137353706.0,174.95411220878395,174.95256406033317,96452852.89,96451999.38999999,853.5000000149012,55130372.0,170.01456303310448,162.31019044598588,327250964.12,312421273.58,14829690.540000021,192484078.0,ok
2016-03-09,167.52042548761614,156.96262955089676,231482563.41,216893622.03000003,14588941.379999965,138181695.0,175.10874475149868,175.10720035141756,97027519.07,97026663.32,855.75,55409865.0,169.6923577040239,162.15597691862186,328510082.48,313920285.35,14589797.129999995,193591560.0,ok
2016-03-10,168.014988962596,157.4359962503597,232279032.01,217653681.01,14625351.0,138248994.0,174.6880096376686,174.686472471625,97590841.86,97589983.11,858.75,55865793.0,169.93546909437663,162.40064396536673,329869873.87,315243664.12,14626209.75,194114787.0,ok
2016-03-11,168.75360919221566,157.84775648493763,233642335.24,218542990.66000003,15099344.579999983,138451756.0,175.4249135361792,175.42341337676865,98425136.97999999,98424295.28999999,841.6899999976158,56106704.0,170.6774777205782,162.9162185751265,332067472.22,316967285.95000005,15100186.26999998,194558460.0,ok
2016-03-14,170.52054939130988,159.6126361458343,236868149.51999998,221716091.69,15152057.829999983,138908859.0,177.87763246045742,177.8761257215727,100227274.08999999,100226425.1,848.9899999946356,56346193.0,172.64363721047278,164.8830662727231,337095423.60999995,321942516.78999996,15152906.819999993,195255052.0,ok
2016-03-15,165.66039513152896,154.33260884483082,229845917.78000003,214129153.17000002,15716764.610000014,138745243.0,172.9844170375788,172.9829165208722,97594173.69,97593327.13,846.5600000023842,56417899.0,167.77762855959762,159.72405296692753,327440091.47,311722480.3,15717611.170000017,195163142.0,ok
2016-03-16,168.23957360373112,157.40411731667015,232547476.63,217570274.99,14977201.639999986,138224005.0,175.27132111237125,175.26983331836982,99328276.8,99327433.65,843.1499999910593,56671152.0,170.28424848443,162.59906788756172,331875753.43,316897708.64,14978044.790000021,194895157.0,ok
2016-03-17,166.97042991798835,156.08614498871148,230036787.58999997,215041402.23,14995385.359999985,137770974.0,172.71084456806602,172.70936495952498,98418699.65,98417856.5,843.1500000059605,56984667.0,168.65005067555398,160.9500280045804,328455487.24,313459258.73,14996228.50999999,194755641.0,ok
2016-03-18,168.39314996050155,157.0266216073743,232184888.75,216512421.54000002,15672467.209999979,137882621.0,174.52966025975113,174.5281908308904,99884020.94,99883179.97999999,840.9600000083447,57230399.0,170.1931063800868,162.16016825530147,332068909.69,316395601.52,15673308.170000017,195113020.0,ok
2016-03-21,169.17958238765846,157.52643153752086,234185263.54999998,218054497.85999995,16130765.690000027,138424070.0,176.1223137262822,176.12086872894065,101162649.21000001,101161819.22,829.9900000095367,57438860.0,171.21561122362462,162.97944541113517,335347912.76,319216317.0799999,16131595.680000067,195862930.0,ok
2016-03-22,168.0391945949393,155.98262976412613,233583110.98000002,216823866.64000002,16759244.340000004,139005136.0,175.1585297333661,175.15709632781693,100815355.63,100814530.61,825.0199999958277,57556635.0,170.12385720212094,161.59724021310328,334398466.61,317638397.25,16760069.360000014,196561771.0,ok
2016-03-23,167.14152555898914,154.8027426066862,233505880.59,216267923.9,17237956.689999998,139705486.0,173.55111180201132,173.54969267185174,99853055.64000002,99852239.14000002,816.5,57535244.0,169.01120586503612,160.27123963696545,333358936.23,316120163.04,17238773.189999998,197240730.0,ok
2016-03-24,166.42803796940498,154.08879808646455,232874914.77000004,215609197.57999998,17265717.190000057,139925290.0,172.2258307577967,172.22441827984574,99210942.98,99210129.32000001,813.6599999964237,57605147.0,168.11882907442768,159.37762892713084,332085857.75000006,314819326.9,17266530.850000083,197530437.0,ok
2016-03-25,165.83352808140336,153.47730957094444,231952100.32,214669402.01,17282698.310000002,139870449.0,172.21160933862305,172.21020413515694,99281243.03999999,99280432.93,810.1099999845028,57650726.0,167.6951057829623,158.94490043409272,331233343.36,313949834.94,17283508.420000017,197521175.0,ok
2016-03-28,164.51927968111602,151.99111770158459,229694686.38,212203409.72000003,17491276.659999967,139615665.0,170.96579686832325,170.96438447498892,98147225.74000001,98146414.92,810.8200000077486,57407521.0,166.397630033249,157.51944273198387,327841912.12,310349824.64000005,17492087.47999996,197023186.0,ok
2016-03-29,162.09802436193465,149.65993109631043,224844974.93,207592187.43,17252787.5,138709263.0,167.84071985554178,167.83931255802185,95262567.5,95261768.75,798.75,56757721.0,163.76553005493756,154.93867556681593,320107542.43,302853956.18,17253586.25,195466984.0,ok
2016-03-30,159.18406984151267,146.46441252764387,219723412.79000002,202166338.66000003,17557074.129999995,138031031.0,170.64531852690584,170.64389635829903,96778741.6,96777935.03999999,806.5600000023842,56713388.0,162.52180987533202,153.50595166478175,316502154.39,298944273.70000005,17557880.689999938,194744419.0,ok
2016-03-31,164.75807079376008,151.82137405199475,227444826.15,209586006.08,17858820.069999993,138047760.0,170.9279849784417,170.92656455712907,97314614.28999999,97313805.60000001,808.6899999827147,56933108.0,166.55964442624185,157.39996176445374,324759440.44,306899811.68,17859628.75999999,194980868.0,ok
2016-04-01,163.78856877900463,150.8887706846634,227257368.04,209358840.78,17898527.25999999,138750445.0,171.60528178036301,171.60386626217272,97780414.99,97779608.42999999,806.5600000023842,56979840.0,166.06412391930044,156.91922648046008,325037783.03,307138449.21,17899333.819999993,195730285.0,ok
2016-04-04,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20160404: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2016-04-05,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20160405: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2016-04-06,162.9920492784484,150.40489131762834,227117520.62,209578234.99,17539285.629999995,139342699.0,171.74029556440567,171.73889137689903,98125954.32,98125152.02,802.2999999970198,57136244.0,165.53604675082155,156.60883670877647,325243474.94,307703387.01,17540087.930000007,196478943.0,ok
2016-04-07,162.02138813674594,149.35182728896768,226911291.09,209167544.76999998,17743746.320000023,140050208.0,171.0001529973995,170.9987561544215,97695277.31,97694479.27000001,798.0399999916553,57131690.0,164.62290488754704,155.62383116932975,324606568.4,306862024.03999996,17744544.360000014,197181898.0,ok
2016-04-08,162.49953534580905,149.63548989627958,227642431.95000002,209621441.4,18020990.550000012,140088051.0,172.12519515311783,172.12379399409417,98296777.94,98295977.77,800.1700000017881,57107722.0,165.28711793938908,156.14808293583454,325939209.89,307917419.17,18021790.71999997,197195773.0,ok
2016-04-11,162.39411677702114,149.62752882343509,227221141.78,209358187.45,17862954.330000013,139919565.0,171.13632810433123,171.13491963162986,97742182.92,97741378.49000001,804.4299999922514,57113638.0,164.92820486707512,155.86183509385472,324963324.7,307099565.94,17863758.75999999,197033203.0,ok
2016-04-12,160.0644842536083,146.93253998436413,223009280.86,204713245.6,18296035.26000002,139324649.0,166.54790575593302,166.54654044726485,94102079.96000001,94101308.53999999,771.4200000166893,56501509.0,161.9351388285931,152.59174626711513,317111360.82000005,298814554.14,18296806.680000067,195826158.0,ok
2016-04-13,162.3662156309159,149.23818065200132,224515718.13,206362617.81,18153100.319999993,138277361.0,169.38714447723984,169.38577503544116,95929519.53,95928743.97,775.5600000023842,56633294.0,164.40621866464917,155.09227126654517,320445237.65999997,302291361.78,18153875.879999995,194910655.0,ok
2016-04-14,162.6679791255421,149.36526967062497,226470254.81,207949904.24,18520350.569999993,139222394.0,169.77261805888187,169.77124158373113,96082059.4,96081280.39,779.0100000053644,56594556.0,164.72134522062572,155.26295585239174,322552314.21000004,304031184.63,18521129.580000043,195816950.0,ok
2016-04-15,162.80389352590217,149.22532795983997,226397723.62,207515151.05,18882572.569999993,139061615.0,169.67414316724762,169.67283932091505,96280603.34,96279863.48,739.859999999404,56744417.0,164.79488586950174,155.15099888751132,322678326.96000004,303795014.53000003,18883312.430000007,195806032.0,ok
2016-04-18,162.2551080213131,148.76559893239184,225182102.55,206460990.74,18721111.810000002,138782751.0,169.39811253151134,169.39681264380604,96244684.46000001,96243945.92,738.5400000065565,56815677.0,164.32994390425264,154.75836884537745,321426787.01,302704936.66,18721850.349999964,195598428.0,ok
2016-04-19,161.8576975235829,148.14147360279216,225231303.41,206144642.48000002,19086660.929999977,139153903.0,169.60607787663238,169.60477907767,96529806.69,96529067.49,739.2000000029802,56914120.0,164.1068773871403,154.37178655593422,321761110.1,302673709.97,19087400.129999995,196068023.0,ok
2016-04-20,159.84456598350633,146.58649124674113,222018868.84,203603837.1,18415031.74000001,138896726.0,167.4665129494693,167.46522085819956,95208097.11000001,95207362.53,734.580000013113,56852021.0,162.05823578017592,152.65037667393088,317226965.95000005,298811199.63,18415766.320000052,195748747.0,ok
2016-04-21,160.43632794584835,147.40244925271517,222123808.86,204078427.14,18045381.72000003,138449821.0,168.5003596536671,168.4990669940544,96097869.78999999,96097132.57,737.2199999988079,57031255.0,162.7889948027501,153.5573498224452,318221678.65,300175559.71,18046118.939999998,195481076.0,ok
2016-04-22,158.93209357093298,146.0419026559435,218576074.01999998,200848456.77,17727617.24999997,137527965.0,165.7031927516468,165.70190589929103,94164206.37,94163475.09,731.2800000011921,56827032.0,160.91188043392575,151.79024795539476,312740280.39,295011931.86,17728348.52999997,194354997.0,ok
2016-04-25,159.31025236444725,146.42263108528556,218694667.16,201003062.23000002,17691604.929999977,137275953.0,164.57827459221943,164.576976242487,93115056.7,93114322.12,734.5799999982119,56577976.0,160.84777103485996,151.7211365625713,311809723.86,294117384.35,17692339.50999999,193853929.0,ok
2016-04-26,160.21476379307003,147.26924182033125,219633515.51,201886895.7,17746619.810000002,137086939.0,165.7973774012378,165.79608016336857,94138260.36999999,94137523.81,736.559999987483,56779101.0,161.8497885859741,152.6953454612267,313771775.88,296024419.51,17747356.370000005,193866040.0,ok
2016-04-27,159.84451267213058,146.94181227135653,218538888.64,200898359.36,17640529.27999997,136719669.0,164.56656130410084,164.56521313536996,93743593.95,93742825.98,767.9699999988079,56963938.0,161.23330591938014,152.1249990661316,312282482.59,294641185.34000003,17641297.24999994,193683607.0,ok
2016-04-28,158.48290728675698,145.6482545887859,216592505.23000002,199051878.11,17540627.120000005,136666161.0,163.62209523470682,163.62074868836257,92898669.82999998,92897905.31,764.5199999809265,56776360.0,159.9912849874408,150.92327266557905,309491175.06,291949783.42,17541391.639999986,193442521.0,ok
2016-04-29,157.00437382269905,144.2841469636059,213229484.89,195953995.32999998,17275489.560000002,135811175.0,161.57301226568643,161.57167500249122,91204935.93,91204181.07,754.8600000143051,56448125.0,158.34574494965915,149.3598366372914,304434420.82,287158176.4,17276244.420000017,192259300.0,ok
2016-05-02,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20160502: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2016-05-03,155.66832408336347,143.26161810964823,210430321.85,193659105.57,16771216.280000001,135178639.0,161.5483537127962,161.5470132520507,90973488.55,90972733.69,754.859999999404,56313473.0,157.39750700540606,148.63893676205316,301403810.4,284631839.26,16771971.139999986,191492112.0,ok
2016-05-04,154.06476341114495,141.5697927741425,208162956.59,191280510.70999998,16882445.880000025,135113930.0,160.32874239979748,160.32785772584594,89867930.04,89867434.16,495.8800000101328,56052289.0,155.90143917111212,147.06988836244128,298030886.63,281147944.87,16882941.75999999,191166219.0,ok
2016-05-05,154.316793037941,141.87896317515464,208389476.01999998,191593424.23000002,16796051.78999996,135040051.0,161.69062893913562,161.69012655843466,90542506.21000001,90542224.88999999,281.32000002264977,55997374.0,156.47823049855285,147.686061576678,298931982.23,282135649.12,16796333.110000014,191037425.0,ok
2016-05-06,153.688327520073,141.34070135003824,207194118.03,190547730.14000002,16646387.889999986,134814479.0,159.8360608130716,159.83552420106562,89406109.96000001,89405809.80000001,300.1599999964237,55936132.0,155.4911024583822,146.76416419971522,296600227.99,279953539.94000006,16646688.049999952,190750611.0,ok
2016-05-09,152.40320337840174,140.4032927726502,204410735.57,188315860.26999998,16094875.300000012,134124960.0,156.3257614011843,156.32524607348017,86819382.22,86819096.02,286.20000000298023,55537476.0,153.55181760398773,145.06560291675257,291230117.78999996,275134956.28999996,16095161.5,189662436.0,ok
2016-05-10,153.5589545229468,141.5465680615637,205288872.42000002,189229833.20999998,16059039.210000038,133687334.0,157.9348590555561,157.93426702464237,87411846.35,87411518.67999999,327.67000000178814,55346772.0,154.84016348351443,146.3446770235208,292700718.77,276641351.89,16059366.879999995,189034106.0,ok
2016-05-11,152.84432989595652,140.81641516204135,203871038.01999998,187827633.18,16043404.839999974,133384757.0,156.18134239997772,156.18076767055769,85926592.14,85926275.94,316.20000000298023,55017194.0,153.81880528402806,145.3031179703654,289797630.15999997,273753909.12,16043721.039999962,188401951.0,ok
2016-05-12,151.20291687633448,139.06527982644786,199645661.20000002,183619339.59,16026321.610000014,132038234.0,151.96980938180945,151.9691470846429,82639530.43,82639170.28,360.15000000596046,54378913.0,151.42662366246813,142.82940928711884,282285191.63,266258509.87,16026681.75999999,186417147.0,ok
2016-05-13,147.94483997598132,135.73776057618034,193970164.57,177965488.76999998,16004675.800000012,131109787.0,153.4028628517215,153.40209308846954,82265166.11,82264753.31,412.79999999701977,53626878.0,149.5292397315931,140.86550825197585,276235330.68,260230242.07999998,16005088.600000024,184736665.0,ok
2016-05-16,152.11792822785094,139.90387632865995,199024527.32,183044189.34000003,15980337.97999996,130835681.0,154.35123889322338,154.35045966090357,82401761.0,82401345.0,416.0,53385876.0,152.7651230957732,144.09037610077306,281426288.32,265445534.34000003,15980753.97999996,184221557.0,ok
2016-05-17,154.08922375551094,141.74689568844013,201722954.93,185565232.62,16157722.310000002,130913084.0,157.6447016976489,157.64402487544763,83706404.41,83706045.03,359.3799999952316,53098140.0,155.1151897886403,146.3341592956308,285429359.34000003,269271277.65,16158081.690000057,184011224.0,ok
2016-05-18,154.0399600453444,141.65995666018736,201776159.60000002,185559656.18,16216503.420000017,130989491.0,158.11845417166506,158.11791170684947,83894203.22,83893915.4,287.81999999284744,53057819.0,155.21572296818684,146.40451500214812,285670362.82000005,269453571.58000004,16216791.24000001,184047310.0,ok
2016-05-19,153.374547038309,141.0208011739189,200434399.49,184290158.6,16144240.890000015,130682961.0,156.5906058079073,156.59004801285326,83163880.22,83163583.98,296.2399999946356,53109112.0,154.30386908471294,145.5197377201355,283598279.71000004,267453742.57999998,16144537.130000055,183792073.0,ok
