Date,TWSEMarginMaintenanceRate_IncludeETF,TWSEMarginMaintenanceRate_ExcludeETF,TWSEMarginMarketValueK_IncludeETF,TWSEMarginMarketValueK_ExcludeETF,TWSEETFMarginMarketValueK,TWSETotalMarginAmountK,TPEXMarginMaintenanceRate_IncludeETF,TPEXMarginMaintenanceRate_ExcludeETF,TPEXMarginMarketValueK_IncludeETF,TPEXMarginMarketValueK_ExcludeETF,TPEXETFMarginMarketValueK,TPEXTotalMarginAmountK,CombinedMarginMaintenanceRate_IncludeETF,CombinedMarginMaintenanceRate_ExcludeETF,CombinedMarginMarketValueK_IncludeETF,CombinedMarginMarketValueK_ExcludeETF,CombinedETFMarginMarketValueK,CombinedTotalMarginAmountK,TWIIOpen,TWIIHigh,TWIILow,TWIIClose,TWIIVolume,MacroMicroOldMarginMaintenanceRate,Status
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210101: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-01-04,178.962323,171.759035,340560013.4,326852370.61,13707642.79,190297046.0,178.788479,178.59622,114042190.71,113919556.49,122634.22,63786096.0,178.91868,173.475471,454602204.11,440771927.1,13830277.01,254083142.0,14720.25,14937.13,14720.25,14902.03,,172.0,ok
2021-01-05,179.509217,172.344783,342491892.17,328822619.65,13669272.52,190793486.0,178.627693,178.446106,114724085.93,114607461.27,116624.66,64225252.0,179.287209,173.881372,457215978.1,443430080.92,13785897.18,255018738.0,14913.64,15000.03,14861.99,15000.03,,172.6,ok
2021-01-06,177.15637,169.735383,334625401.22,320608118.5,14017282.72,188887027.0,175.537642,175.37471,111855069.13,111751246.45,103822.68,63721415.0,176.74804,171.157924,446480470.35,432359364.95,14121105.4,252608442.0,15145.85,15197.68,14837.0,14983.13,,170.0,ok
2021-01-07,178.019654,170.740296,341526061.32,327560803.82,13965257.5,191847391.0,178.010124,177.856358,115118974.66,115019533.99,99440.67,64669903.0,178.017251,172.534308,456645035.98,442580337.81,14064698.17,256517294.0,15059.52,15270.4,15049.86,15214.0,,171.0,ok
2021-01-08,178.488969,171.124697,344072577.1,329876494.82,14196082.28,192769659.0,177.863483,177.699678,115533607.07,115427205.03,106402.04,64956339.0,178.331324,172.781832,459606184.17,445303699.85,14302484.32,257725998.0,15365.13,15463.95,15275.38,15463.95,,171.4,ok
2021-01-11,180.092558,172.598372,350721151.68,336126603.26,14594548.42,194744944.0,179.208821,179.051812,116870998.26,116768605.02,102393.24,65214981.0,179.870859,174.217318,467592149.94,452895208.28,14696941.66,259959925.0,15425.58,15557.3,15395.73,15557.3,,172.9,ok
2021-01-12,176.458243,168.716776,337930822.89,323105330.09,14825492.8,191507530.0,175.324202,175.172635,111890969.59,111794240.16,96729.43,63819466.0,176.174787,170.33043,449821792.48,434899570.25,14922222.23,255326996.0,15549.53,15642.03,15421.23,15500.7,,169.0,ok
2021-01-13,179.047241,171.468417,349522722.55,334727904.39,14794818.16,195212571.0,178.414491,178.278359,115360394.14,115272372.99,88021.15,64658646.0,178.889806,173.162801,464883116.69,450000277.38,14882839.31,259871217.0,15550.16,15778.52,15550.16,15769.98,,171.8,ok
2021-01-14,179.934898,172.524457,357485479.19,342762791.53,14722687.66,198674900.0,178.777949,178.646144,115775904.28,115690548.22,85356.06,64759611.0,179.650488,174.02934,473261383.47,458453339.75,14808043.72,263434511.0,15651.2,15760.15,15620.96,15707.19,,172.8,ok
2021-01-15,176.125585,168.327846,344221532.73,328981556.05,15239976.68,195440959.0,175.15879,175.027737,110935462.28,110852460.54,83001.74,63334225.0,175.888966,169.967618,455156995.01,439834016.59,15322978.42,258775184.0,15987.16,16041.59,15615.11,15616.39,,168.7,ok
2021-01-18,176.396965,168.720702,345628940.45,330588213.48,15040726.97,195938145.0,176.595515,176.464109,112259974.86,112176441.27,83533.59,63568984.0,176.445602,170.61753,457888915.31,442764654.75,15124260.56,259507129.0,15676.45,15676.45,15320.97,15612.0,,169.1,ok
2021-01-19,177.577471,169.863451,351653062.17,336377145.8,15275916.37,198027971.0,176.030129,175.909047,111695351.95,111618522.61,76829.34,63452406.0,177.201983,171.330512,463348414.12,447995668.41,15352745.71,261480377.0,15716.64,15928.14,15716.64,15877.37,,170.2,ok
2021-01-20,172.960545,165.083697,334214978.32,318994393.37,15220584.95,193231918.0,170.713419,170.582232,105279584.93,105198681.4,80903.53,61670363.0,172.416881,166.413997,439494563.25,424193074.77,15301488.48,254902281.0,15934.85,16004.32,15745.48,15806.18,,168.4,ok
2021-01-21,175.622406,168.093837,342007671.83,327346512.27,14661159.56,194740341.0,171.626157,171.493451,107098875.14,107016063.42,82811.72,62402420.0,174.652611,168.918843,449106546.97,434362575.69,14743971.28,257142761.0,15775.73,16238.46,15775.73,16153.77,,168.6,ok
2021-01-22,178.30716,170.778074,352642603.1,337752138.66,14890464.44,197772542.0,175.461588,175.336974,110879755.33,110801007.81,78747.52,63193179.0,177.618101,171.882018,463522358.43,448553146.47,14969211.96,260965721.0,15984.89,16138.04,15973.02,16019.03,,171.3,ok
2021-01-25,178.16364,171.035182,355625232.41,341396404.17,14228828.24,199605953.0,175.513316,175.387305,111090861.99,111011103.38,79758.61,63294834.0,177.52556,172.08298,466716094.4,452407507.55,14308586.85,262900787.0,16006.21,16014.96,15772.63,15946.54,,167.8,ok
2021-01-26,174.043677,166.601783,344905816.34,330158067.35,14747748.99,198171989.0,173.121067,172.985742,108297723.87,108213069.91,84653.96,62556063.0,173.822317,168.133476,453203540.21,438371137.26,14832402.95,260728052.0,15955.16,16023.87,15589.21,15658.85,,167.1,ok
2021-01-27,175.085071,167.694438,351940378.59,337084388.44,14855990.15,201011072.0,174.960185,174.830301,110740664.32,110658454.53,82209.79,63294780.0,175.055164,169.403303,462681042.91,447742842.97,14938199.94,264305852.0,15711.76,15837.47,15642.12,15701.45,,168.2,ok
2021-01-28,172.324261,164.879134,345142682.24,330231078.35,14911603.89,200286762.0,171.254005,171.11987,108041718.34,107957094.37,84623.97,63088579.0,172.067893,166.374031,453184400.58,438188172.72,14996227.86,263375341.0,15519.85,15557.02,15367.45,15415.88,,165.4,ok
2021-01-29,169.258417,161.758782,335456559.5,320592885.38,14863674.12,198191951.0,167.599403,167.464939,104731898.02,104647872.26,84025.76,62489422.0,168.860725,163.126637,440188457.52,425240757.64,14947699.88,260681373.0,15544.36,15603.41,15138.31,15138.31,,162.2,ok
2021-02-01,170.500048,162.975491,334785017.92,320010189.26,14774828.66,196354794.0,167.480814,167.343512,103799368.12,103714272.86,85095.26,61976871.0,169.775697,164.023432,438584386.04,423724462.12,14859923.92,258331665.0,15176.56,15429.98,15089.96,15410.09,,163.5,ok
2021-02-02,174.036008,166.509464,339034487.02,324372244.35,14662242.67,194807092.0,170.322406,170.177035,105088300.82,104998607.98,89692.84,61699634.0,173.142746,167.391654,444122787.84,429370852.33,14751935.51,256506726.0,15546.69,15838.15,15546.69,15760.05,,167.0,ok
2021-02-03,174.260687,166.789568,338879678.8,324350811.06,14528867.74,194467085.0,169.781741,169.632432,104163473.6,104071869.99,91603.61,61351399.0,173.186529,167.471355,443043152.4,428422681.05,14620471.35,255818484.0,15828.64,15896.4,15741.16,15771.32,,167.3,ok
2021-02-04,173.715256,166.480834,335993540.99,322000993.59,13992547.4,193416254.0,169.148401,168.986271,103180272.33,103081373.76,98898.57,60999851.0,172.620288,167.081548,439173813.32,425082367.35,14091445.97,254416105.0,15697.75,15801.37,15606.74,15706.22,,167.0,ok
2021-02-05,174.585337,167.783098,331629457.59,318708425.83,12921031.76,189952641.0,168.766088,168.593129,102179574.74,102074856.87,104717.87,60545087.0,173.178829,167.978882,433809032.33,420783282.7,13025749.63,250497728.0,15805.76,15938.09,15774.34,15802.4,,168.3,ok
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210208: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210209: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210210: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210211: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210212: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210215: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210216: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-02-17,180.185363,173.511982,347846018.42,334963123.65,12882894.77,193048987.0,174.713427,174.53078,107318187.03,107205995.92,112191.11,61425266.0,178.864541,173.757901,455164205.45,442169119.57,12995085.88,254474253.0,16197.45,16406.78,16197.45,16362.29,,174.1,ok
2021-02-18,182.32501,175.465726,358127148.66,344653978.31,13473170.35,196422393.0,177.647057,177.461565,110701795.75,110586205.39,115590.36,62315581.0,181.198352,175.946413,468828944.41,455240183.7,13588760.71,258737974.0,16366.23,16517.73,16323.22,16424.51,,176.0,ok
2021-02-19,182.173522,175.201689,363805253.68,349882322.15,13922931.53,199702597.0,179.535407,179.357004,113730701.82,113617688.48,113013.34,63347227.0,181.538215,176.202365,477535955.5,463500010.63,14035944.87,263049824.0,16376.91,16382.7,16211.25,16341.38,,175.7,ok
2021-02-22,184.328297,177.232315,374276613.97,359868300.37,14408313.6,203048919.0,183.231482,183.054418,118571706.57,118457126.01,114580.56,64711427.0,184.063222,178.639382,492848320.54,478325426.38,14522894.16,267760346.0,16445.87,16579.17,16410.16,16410.16,,177.7,ok
2021-02-23,183.603559,176.37826,376685417.7,361861822.15,14823595.55,205162372.0,181.79859,181.623197,118474241.66,118359941.46,114300.2,65167855.0,183.16844,177.642644,495159659.36,480221763.61,14937895.75,270330227.0,16320.88,16467.75,16211.75,16443.4,,176.8,ok
2021-02-24,180.491634,172.805831,370170513.24,354407691.11,15762822.13,205090123.0,178.816531,178.639291,117001117.46,116885147.55,115969.91,65430817.0,180.086477,174.216768,487171630.7,471292838.66,15878792.04,270520940.0,16329.54,16456.94,16212.53,16212.53,,173.3,ok
2021-02-25,181.95195,174.337232,377817991.02,362006249.07,15811741.95,207647124.0,179.765864,179.588976,119770696.44,119652843.43,117853.01,66625940.0,181.42091,175.612977,497588687.46,481659092.5,15929594.96,274273064.0,16376.8,16474.05,16322.27,16452.18,,174.8,ok
2021-02-26,178.748302,171.110463,373958772.65,357979672.82,15979099.83,209209692.0,177.862842,177.686591,118080711.3,117963700.65,117010.65,66388634.0,178.535005,172.694581,492039483.95,475943373.47,16096110.48,275598326.0,16190.04,16190.04,15953.8,15953.8,,171.5,ok
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210301: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-03-02,176.581095,168.900531,366231737.51,350302137.73,15929599.78,207401442.0,174.761011,174.590127,115261783.02,115149078.38,112704.64,65953946.0,176.141954,170.273291,481493520.53,465451216.11,16042304.42,273355388.0,16127.87,16262.91,15946.88,15946.88,,169.4,ok
2021-03-03,178.983898,171.364375,373380771.52,357485578.38,15895193.14,208611375.0,175.541901,175.374415,115797782.55,115687299.23,110483.32,65965893.0,178.156975,172.327768,489178554.07,473172877.61,16005676.46,274577268.0,15992.32,16211.73,15884.55,16211.73,,171.8,ok
2021-03-04,175.905138,168.309907,370498430.54,354501052.66,15997377.88,210623996.0,173.839586,173.668536,115052110.93,114938904.74,113206.19,66182918.0,175.411277,169.591124,485550541.47,469439957.4,16110584.07,276806914.0,16091.75,16091.75,15840.99,15906.41,,168.8,ok
2021-03-05,174.606761,167.074301,369173680.04,353247686.4,15925993.64,211431492.0,172.965824,172.790626,114548777.46,114432749.94,116027.52,66226249.0,174.215369,168.437744,483722457.5,467680436.34,16042021.16,277657741.0,15759.58,15934.43,15636.43,15855.23,,167.5,ok
2021-03-08,173.167591,165.449309,366809425.99,350460300.3,16349125.69,211823369.0,171.879919,171.705349,113183425.15,113068470.34,114954.81,65850290.0,172.86222,166.932928,479992851.14,463528770.64,16464080.5,277673659.0,15943.37,16074.97,15816.5,15820.11,,165.9,ok
2021-03-09,173.491079,165.887474,371951753.82,355650200.57,16301553.25,214392438.0,171.376295,171.189963,113135526.39,113012517.44,123008.95,66015855.0,172.9932,167.135826,485087280.21,468662718.01,16424562.2,280408293.0,15715.07,15864.26,15657.92,15853.09,,166.3,ok
2021-03-10,173.946531,166.322897,373014811.91,356666520.05,16348291.86,214442225.0,172.981722,172.793546,115049108.82,114923953.91,125154.91,66509402.0,173.718133,167.854687,488063920.73,471590473.96,16473446.77,280951627.0,15921.45,15986.07,15857.32,15911.67,,166.8,ok
2021-03-11,177.74476,170.014437,383619052.77,366935022.96,16684029.81,215825802.0,176.548924,176.356241,118123620.43,117994701.62,128918.81,66907018.0,177.461772,171.515187,501742673.2,484929724.58,16812948.62,282732820.0,15947.21,16216.22,15947.21,16179.56,,170.5,ok
2021-03-12,178.450295,170.667572,385152240.1,368354659.59,16797580.51,215831664.0,176.713968,176.531669,118526418.0,118404145.14,122272.86,67072467.0,178.038637,172.057864,503678658.1,486758804.73,16919853.37,282904131.0,16241.55,16298.03,16166.35,16255.18,,171.1,ok
2021-03-15,178.970034,171.425065,391268919.24,374773912.28,16495006.96,218622587.0,178.289077,178.113703,120558357.25,120439769.72,118587.53,67619598.0,178.80917,173.005136,511827276.49,495213682.0,16613594.49,286242185.0,16256.58,16281.91,16194.91,16249.33,,171.9,ok
2021-03-16,179.190623,171.741066,392928634.7,376593269.43,16335365.27,219279686.0,179.332447,179.160307,122232000.6,122114670.97,117329.63,68159445.0,179.224253,173.500365,515160635.3,498707940.4,16452694.9,287439131.0,16253.93,16340.66,16244.99,16313.16,,172.2,ok
2021-03-17,178.959029,171.606441,393394887.12,377232134.25,16162752.87,219823995.0,179.128681,178.956867,122627971.46,122510351.4,117620.06,68458033.0,178.999316,173.351939,516022858.58,499742485.65,16280372.93,288282028.0,16312.98,16349.21,16166.35,16215.82,,173.9,ok
2021-03-18,180.295187,173.097662,398942013.52,383015935.13,15926078.39,221271582.0,179.199521,179.025159,123409463.46,123289384.84,120078.62,68867072.0,180.035121,174.504608,522351476.98,506305319.97,16046157.01,290138654.0,16264.61,16410.02,16264.61,16287.84,,173.6,ok
2021-03-19,178.774009,171.575454,397035886.28,381048748.53,15987137.75,222088148.0,178.575514,178.404754,123987664.86,123869103.78,118561.08,69431504.0,178.726733,173.201995,521023551.14,504917852.31,16105698.83,291519652.0,16186.46,16186.46,16022.17,16070.24,,172.0,ok
2021-03-22,179.773649,172.65965,405562622.54,389513706.23,16048916.31,225596256.0,178.780485,178.608988,124575907.84,124456407.49,119500.35,69680932.0,179.539278,174.063603,530138530.38,513970113.72,16168416.66,295277188.0,16065.5,16235.63,15983.77,16189.22,,173.1,ok
2021-03-23,177.924825,170.756254,400386036.19,384254528.81,16131507.38,225031013.0,175.923006,175.749515,121350982.0,121231309.12,119672.88,68979598.0,177.455166,171.927753,521737018.19,505485837.93,16251180.26,294010611.0,16250.2,16351.38,16166.29,16177.59,,171.2,ok
2021-03-24,177.66055,170.514805,403517522.78,387287510.02,16230012.76,227128377.0,177.202805,177.02496,121879153.82,121756833.13,122320.69,68779472.0,177.554154,172.027996,525396676.6,509044343.15,16352333.45,295907849.0,15994.96,16125.54,15967.95,16032.12,,170.9,ok
2021-03-25,176.752825,169.531389,403082408.89,386614022.93,16468385.96,228048637.0,176.511961,176.340465,121669124.44,121550913.09,118211.35,68929677.0,176.69692,171.111799,524751533.33,508164936.02,16586597.31,296978314.0,16010.54,16146.58,15944.96,16060.14,,169.9,ok
2021-03-26,179.810224,172.613383,413143961.31,396608019.28,16535942.03,229766669.0,178.359974,178.190361,124247244.9,124129091.0,118153.9,69660946.0,179.472827,173.91085,537391206.21,520737110.28,16654095.93,299427615.0,16140.37,16325.62,16140.37,16305.88,,173.0,ok
2021-03-29,181.051465,173.935985,416775330.98,400395697.15,16379633.83,230197160.0,181.127041,180.955956,126812752.3,126692970.43,119781.87,70013153.0,181.06909,175.573138,543588083.28,527088667.58,16499415.7,300210313.0,16411.67,16520.89,16411.67,16475.97,,176.2,ok
2021-03-30,182.35579,175.339635,421811265.15,405582039.83,16229225.32,231312242.0,182.501719,182.331994,128767254.54,128647501.58,119752.96,70556735.0,182.389898,176.973979,550578519.69,534229541.41,16348978.28,301868977.0,16490.31,16556.19,16438.4,16554.9,,175.7,ok
2021-03-31,181.075599,173.945993,420289302.07,403740981.36,16548320.71,232107089.0,183.224705,183.050969,129695493.98,129572515.25,122978.73,70784938.0,181.577839,176.073798,549984796.05,533313496.61,16671299.44,302892027.0,16529.23,16550.2,16427.2,16431.13,,174.3,ok
2021-04-01,181.916649,174.919713,423525477.74,407235707.43,16289770.31,232812929.0,183.004005,182.825806,130531109.33,130404005.39,127103.94,71326914.0,182.171656,176.773851,554056587.07,537639712.82,16416874.25,304139843.0,16538.28,16602.47,16496.16,16571.28,,175.3,ok
2021-04-02,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210402: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210405: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-04-06,184.210988,177.375955,430454555.28,414482807.61,15971747.67,233674744.0,185.01632,184.839123,133598127.71,133470175.71,127952.0,72208834.0,184.4011,179.137758,564052682.99,547952983.32,16099699.67,305883578.0,16711.79,16804.45,16711.79,16739.87,,177.7,ok
2021-04-07,185.531477,178.76979,438044380.93,422079871.4,15964509.53,236102460.0,187.049871,186.876629,137117921.6,136990926.05,126995.55,73305542.0,185.891218,180.690478,575162302.53,559070797.45,16091505.08,309408002.0,16771.35,16816.34,16715.32,16815.36,,179.1,ok
2021-04-08,187.522977,180.939446,449108254.21,433341021.42,15767232.79,239495053.0,188.653968,188.480024,139835269.7,139706337.64,128932.06,74122623.0,187.790284,182.721639,588943523.91,573047359.06,15896164.85,313617676.0,16786.56,16926.72,16735.78,16926.44,,181.3,ok
2021-04-09,184.549269,177.935564,443246779.41,427362112.4,15884667.01,240178019.0,186.244445,186.068381,138107992.58,137977433.56,130559.02,74154154.0,184.949179,179.854178,581354771.99,565339545.96,16015226.03,314332173.0,16974.28,17016.13,16815.59,16854.1,,178.2,ok
2021-04-12,183.76861,177.139345,446482110.04,430375721.77,16106388.27,242958854.0,183.600669,183.424552,135596159.23,135466089.5,130069.73,73853848.0,183.729461,178.604522,582078269.27,565841811.27,16236458.0,316812702.0,16908.55,16979.35,16793.54,16859.7,,177.5,ok
2021-04-13,180.967029,174.326324,437961975.81,421890669.38,16071306.43,242012027.0,179.608783,179.424563,131334252.94,131199546.58,134706.36,73122400.0,180.651868,175.509297,569296228.75,553090215.96,16206012.79,315134427.0,16872.4,17041.37,16802.22,16824.91,,173.5,ok
2021-04-14,179.38806,172.708262,431902274.98,415819711.83,16082563.15,240764227.0,176.710088,176.508577,127034856.98,126889993.48,144863.5,71888854.0,178.772309,173.582075,558937131.96,542709705.31,16227426.65,312653081.0,16869.78,16935.39,16559.57,16865.97,,173.0,ok
2021-04-15,181.203026,174.637987,444598126.76,428490204.46,16107922.3,245359107.0,180.22183,180.022084,130179531.41,130035249.61,144281.8,72232943.0,180.979863,175.862543,574777658.17,558525454.07,16252204.1,317592050.0,16851.06,17076.73,16851.06,17076.73,,175.0,ok
2021-04-16,183.488692,177.012549,454645317.68,438598835.26,16046482.42,247778385.0,180.497781,180.298552,130677372.17,130533133.43,144238.74,72398326.0,182.812388,177.75558,585322689.85,569131968.69,16190721.16,320176711.0,17028.35,17158.81,16998.91,17158.81,,177.3,ok
2021-04-19,184.38863,178.007221,467830798.93,451639888.9,16190910.03,253719982.0,179.841883,179.636533,130019295.11,129870834.2,148460.91,72296449.0,183.380357,178.368532,597850094.04,581510723.1,16339370.94,326016431.0,17141.25,17294.15,17135.52,17263.28,,178.3,ok
2021-04-20,184.832437,178.451767,470684856.66,454436166.37,16248690.29,254654899.0,181.746201,181.543385,133715876.51,133566658.8,149217.71,73572859.0,184.140652,179.144759,604400733.17,588002825.17,16397908.0,328227758.0,17231.58,17323.87,17175.02,17323.87,,178.8,ok
2021-04-21,185.019484,178.815437,479880799.91,463789502.84,16091297.07,259367710.0,180.753555,180.554814,135514051.0,135365051.27,148999.73,74971721.0,184.0629,179.205472,615394850.91,599154554.11,16240296.8,334339431.0,17282.76,17282.76,17167.39,17202.11,,179.1,ok
2021-04-22,180.238146,173.876105,459787583.32,443558016.04,16229567.28,255100041.0,173.744811,173.54082,127317528.95,127168047.46,149481.49,73278464.0,178.789142,173.801286,587105112.27,570726063.5,16379048.77,328378505.0,17302.73,17428.15,17066.17,17096.97,,174.2,ok
2021-04-23,182.265197,176.180545,473610589.43,457799807.39,15810782.04,259846969.0,178.125784,177.924778,132350017.03,132200666.7,149350.33,74301437.0,181.344754,176.568394,605960606.46,590000474.09,15960132.37,334148406.0,17117.49,17300.27,17055.48,17300.27,,176.5,ok
2021-04-26,185.51456,179.694083,496790915.3,481204213.26,15586702.04,267790795.0,179.750088,179.550106,135281315.04,135130806.82,150508.22,75260778.0,184.249915,179.662496,632072230.34,616335020.08,15737210.26,343051573.0,17378.36,17572.29,17378.36,17572.29,,180.0,ok
2021-04-27,185.405168,179.614308,497826394.65,482277511.64,15548883.01,268507291.0,179.474863,179.275366,135033385.18,134883287.86,150097.32,75238049.0,184.107159,179.540121,632859779.83,617160799.5,15698980.33,343745340.0,17586.02,17630.19,17489.71,17595.9,,179.9,ok
2021-04-28,185.51021,179.85938,504054254.52,488700249.69,15354004.83,271712406.0,178.670582,178.472449,134366431.43,134217428.45,149002.98,75203444.0,184.027535,179.558725,638420685.95,622917678.14,15503007.81,346915850.0,17610.72,17628.81,17497.74,17567.53,,180.1,ok
2021-04-29,184.635046,179.126297,506016744.93,490919290.56,15097454.37,274063216.0,178.226749,178.024865,134474914.06,134322589.35,152324.71,75451589.0,183.251653,178.888525,640491658.99,625241879.91,15249779.08,349514805.0,17646.93,17709.23,17548.3,17566.66,,179.4,ok
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20210430: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2021-05-03,178.554299,172.999782,480524387.4,465576102.49,14948284.91,269119473.0,171.322252,171.117682,125452533.15,125302734.93,149798.22,73226059.0,177.007399,172.59721,605976920.55,590878837.42,15098083.13,342345532.0,17505.52,17546.94,17222.35,17222.35,,173.3,ok
2021-05-04,171.853424,166.148941,447200330.63,432356012.23,14844318.4,260221949.0,165.601309,165.394111,116819876.31,116673713.2,146163.11,70542846.0,170.520024,165.987957,564020206.94,549029725.43,14990481.51,330764795.0,17249.56,17328.55,16647.61,16933.78,,166.5,ok
2021-05-05,170.444311,164.71304,443550490.67,428635892.69,14914597.98,260231912.0,162.865393,162.652636,113219127.29,113071225.07,147902.22,69516995.0,168.846539,164.27867,556769617.96,541707117.76,15062500.2,329748907.0,16968.75,17052.2,16843.44,16843.44,,165.0,ok
2021-05-06,170.51929,164.723622,442989374.83,427932902.72,15056472.11,259788424.0,163.389111,163.174562,112502518.13,112354789.38,147728.75,68855579.0,169.025416,164.399072,555491892.96,540287692.1,15204200.86,328644003.0,16925.52,17088.73,16764.71,16994.36,,165.0,ok
2021-05-07,176.56952,170.90969,466670763.39,451711912.93,14958850.46,264298597.0,170.29487,170.083418,117885823.3,117739446.54,146376.76,69224530.0,175.267182,170.738193,584556586.69,569451359.47,15105227.22,333523127.0,17032.23,17285.0,17032.23,17285.0,,171.2,ok
2021-05-10,176.410043,170.849837,476711982.22,461686665.48,15025316.74,270229503.0,167.693629,167.484318,116382041.63,116236776.42,145265.21,69401588.0,174.628896,170.162113,593094023.85,577923441.9,15170581.95,339631091.0,17274.23,17304.47,17188.15,17235.61,,171.1,ok
2021-05-11,167.726936,161.851315,432043100.48,416908252.38,15134848.1,257587189.0,158.572546,158.348022,104650841.08,104502665.43,148175.65,65995561.0,165.859874,161.136809,536693941.56,521410917.81,15283023.75,323582750.0,17137.19,17137.19,16460.87,16583.13,,162.2,ok
2021-05-12,160.005043,154.006809,391436285.14,376762207.87,14674077.27,244639968.0,152.800483,152.565719,95179686.5,95033451.61,146234.89,62290174.0,158.542908,153.714346,486615971.64,471795659.48,14820312.16,306930142.0,16515.88,16552.63,15165.27,15902.37,,154.3,ok
2021-05-13,158.335285,152.116767,374679685.18,359964377.34,14715307.84,236636884.0,154.431923,154.188128,92675540.71,92529237.58,146303.13,60010611.0,157.545651,152.535795,467355225.89,452493614.92,14861610.97,296647495.0,15668.33,16031.93,15368.54,15670.1,,152.5,ok
2021-05-14,157.767852,151.322752,364155328.97,349278930.91,14876398.06,230817194.0,154.079607,153.833695,92034641.32,91887753.26,146888.06,59731877.0,157.009612,151.838959,456189970.29,441166684.17,15023286.12,290549071.0,15819.24,16075.48,15702.1,15827.09,,143.0,ok
2021-05-17,152.300166,145.292817,326829217.33,311791766.15,15037451.18,214595444.0,148.912808,148.654222,83365858.64,83221094.73,144763.91,55983001.0,151.599318,145.988296,410195075.97,395012860.88,15182215.09,270578445.0,15554.99,15719.74,15159.86,15353.89,,156.2,ok
2021-05-18,163.439701,156.54407,353463017.34,338550174.75,14912842.59,216265090.0,159.017987,158.755702,88839407.05,88692874.89,146532.16,55867521.0,162.531945,156.998108,442302424.39,427243049.64,15059374.75,272132611.0,15564.96,16153.77,15564.96,16145.98,,156.9,ok
2021-05-19,166.50133,159.697551,364026210.78,349150930.28,14875280.5,218632614.0,160.019151,159.759129,89576968.76,89431410.84,145557.92,55978905.0,165.179954,159.710103,453603179.54,438582341.12,15020838.42,274611519.0,16112.21,16273.98,16009.76,16132.66,,160.1,ok
2021-05-20,163.55603,156.58577,354215456.14,339119871.55,15095584.59,216571322.0,157.679903,157.42095,88451686.21,88306424.67,145261.54,56095726.0,162.347136,156.757591,442667142.35,427426296.22,15240846.13,272667048.0,16122.52,16154.08,15943.45,16042.36,,157.0,ok
2021-05-21,168.262233,161.385709,370158387.7,355030792.14,15127595.56,219988990.0,161.375826,161.122612,90638004.09,90495784.49,142219.6,56165788.0,166.86164,161.332199,460796391.79,445526576.63,15269815.16,276154778.0,16136.86,16431.14,16136.86,16302.06,,161.7,ok
2021-05-24,170.977248,164.185696,379627721.67,364548162.72,15079558.95,222034058.0,165.070864,164.832645,94034932.05,93899227.34,135704.71,56966402.0,169.771281,164.31779,473662653.72,458447390.06,15215263.66,279000460.0,16246.52,16397.59,16136.97,16338.29,,164.5,ok
2021-05-25,172.582503,166.056046,384848547.55,370294943.29,14553604.26,222993954.0,168.700995,168.453556,96785876.4,96643917.66,141958.74,57371254.0,171.788228,166.54665,481634423.95,466938860.95,14695563.0,280365208.0,16444.75,16657.6,16444.75,16595.67,,166.4,ok
2021-05-26,173.603296,167.290192,391855800.08,377605919.18,14249880.9,225719102.0,168.984524,168.736852,97478404.96,97335536.09,142868.87,57684812.0,172.663178,167.584649,489334205.04,474941455.27,14392749.77,283403914.0,16645.17,16706.29,16523.23,16643.69,,167.6,ok
