Date,TWSEMarginMaintenanceRate_IncludeETF,TWSEMarginMaintenanceRate_ExcludeETF,TWSEMarginMarketValueK_IncludeETF,TWSEMarginMarketValueK_ExcludeETF,TWSEETFMarginMarketValueK,TWSETotalMarginAmountK,TPEXMarginMaintenanceRate_IncludeETF,TPEXMarginMaintenanceRate_ExcludeETF,TPEXMarginMarketValueK_IncludeETF,TPEXMarginMarketValueK_ExcludeETF,TPEXETFMarginMarketValueK,TPEXTotalMarginAmountK,CombinedMarginMaintenanceRate_IncludeETF,CombinedMarginMaintenanceRate_ExcludeETF,CombinedMarginMarketValueK_IncludeETF,CombinedMarginMarketValueK_ExcludeETF,CombinedETFMarginMarketValueK,CombinedTotalMarginAmountK,Status
2007-03-19,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070319: no table with closing price; available fields sample=[]
2007-03-20,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070320: no table with closing price; available fields sample=[]
2007-03-21,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070321: no table with closing price; available fields sample=[]
2007-03-22,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070322: no table with closing price; available fields sample=[]
2007-03-23,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070323: no table with closing price; available fields sample=[]
2007-03-26,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070326: no table with closing price; available fields sample=[]
2007-03-27,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070327: no table with closing price; available fields sample=[]
2007-03-28,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070328: no table with closing price; available fields sample=[]
2007-03-29,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070329: no table with closing price; available fields sample=[]
2007-03-30,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070330: no table with closing price; available fields sample=[]
2007-04-02,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070402: no table with closing price; available fields sample=[]
2007-04-03,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070403: no table with closing price; available fields sample=[]
2007-04-04,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070404: no table with closing price; available fields sample=[]
2007-04-05,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20070405: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2007-04-06,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20070406: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2007-04-09,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070409: no table with closing price; available fields sample=[]
2007-04-10,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070410: no table with closing price; available fields sample=[]
2007-04-11,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070411: no table with closing price; available fields sample=[]
2007-04-12,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070412: no table with closing price; available fields sample=[]
2007-04-13,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070413: no table with closing price; available fields sample=[]
2007-04-16,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070416: no table with closing price; available fields sample=[]
2007-04-17,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070417: no table with closing price; available fields sample=[]
2007-04-18,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070418: no table with closing price; available fields sample=[]
2007-04-19,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070419: no table with closing price; available fields sample=[]
2007-04-20,,,,,,,,,,,,,,,,,,,data unavailable: TPEX afterTrading/dailyQuotes 20070420: no table with closing price; available fields sample=[]
2007-04-23,166.08344329547825,165.99234125073949,475055184.28999996,474794601.43000007,260582.8599998951,286034041.0,201.3426595788937,201.3426595788937,169299905.51000002,169299905.51000002,0.0,84085462.0,174.09379526806507,174.02339020756764,644355089.8,644094506.94,260582.8599998951,370119503.0,ok
2007-04-24,166.74857962876354,166.65727335773335,478158652.24,477896827.61999995,261824.62000006437,286754258.0,202.50688561934518,202.50688561934518,171083221.88,171083221.88,0.0,84482669.0,174.88612443987824,174.81559680618733,649241874.12,648980049.5,261824.62000000477,371236927.0,ok
2007-04-25,165.91455725786017,165.82300524683592,476053066.06999993,475790378.96000004,262687.1099998951,286926641.0,201.65214291745139,201.65214291745139,171100576.89,171100576.89,0.0,84849372.0,174.07084382283693,174.00018646442368,647153642.9599999,646890955.85,262687.1099998951,371776013.0,ok
2007-04-26,165.98812935777258,165.89581170512375,476857256.21,476592042.40999997,265213.8000000119,287283951.0,201.62260585695742,201.62260585695742,171424662.73000002,171424662.73000002,0.0,85022541.0,174.1258701822476,174.05463484101696,648281918.94,648016705.14,265213.8000000715,372306492.0,ok
2007-04-27,164.899428439561,164.80605204200626,472629107.17999995,472361474.94,267632.23999994993,286616583.0,200.3800992625334,200.3800992625334,170837540.24,170837540.24,0.0,85256740.0,173.03382835557687,172.96185969758312,643466647.42,643199015.1800001,267632.2399998903,371873323.0,ok
2007-04-30,162.1473729665341,162.05383525953016,463010276.62,462743180.59000003,267096.0299999714,285549046.0,196.21137172824643,196.21137172824643,166432250.19,166432250.19,0.0,84822938.0,169.94874180602167,169.876626192115,629442526.81,629175430.78,267096.0299999714,370371984.0,ok
2007-05-01,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20070501: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2007-05-02,162.00351656189665,161.9103093062756,460640241.6999999,460375216.51,265025.189999938,284339656.0,194.9099413856094,194.9099413856094,165219773.9,165219773.9,0.0,84767238.0,169.56064104291693,169.48883929813567,625860015.5999999,625594990.41,265025.189999938,369106894.0,ok
2007-05-03,161.02334477714106,160.9370844129731,452544549.02,452302120.46000004,242428.55999994278,281042820.0,192.80162260800176,192.80162260800176,162691399.89000002,162691399.89000002,0.0,84382796.0,168.36147275181713,168.29513132708246,615235948.91,614993520.35,242428.55999994278,365425616.0,ok
2007-05-04,164.65079214737182,164.56588542783985,462771693.6,462533052.62,238640.98000001907,281062537.0,196.41908748740477,196.41908748740477,166200757.27,166200757.27,0.0,84615380.0,172.00175937066498,171.9364994878813,628972450.87,628733809.89,238640.98000001907,365677917.0,ok
2007-05-07,166.53415325757496,166.451308867226,467355342.55999994,467122851.1,232491.45999991894,280636334.0,198.6304230042692,198.6304230042692,168420463.75,168420463.75,0.0,84790870.0,173.98152062866123,173.91789880262994,635775806.31,635543314.85,232491.45999991894,365427204.0,ok
2007-05-08,166.6501550876779,166.56807106631382,468377870.12,468147169.2299999,230700.8900001049,281054566.0,199.08545483504741,199.08545483504741,169141795.97,169141795.97,0.0,84959394.0,174.17905756654747,174.11602694061173,637519666.09,637288965.1999999,230700.8900001049,366013960.0,ok
2007-05-09,164.91268187274892,164.83089387253102,464058696.25,463828547.59000003,230148.65999996662,281396610.0,197.72342086766602,197.72342086766602,168281867.67000002,168281867.67000002,0.0,85109729.0,172.53195828626585,172.4691630122119,632340563.9200001,632110415.26,230148.66000008583,366506339.0,ok
2007-05-10,166.4876062660009,166.4048504510501,468907146.97,468674067.8,233079.1700000167,281646879.0,199.69083861948343,199.69083861948343,170133451.37,170133451.37,0.0,85198426.0,174.19893062008796,174.13539452821948,639040598.34,638807519.1700001,233079.16999995708,366845305.0,ok
2007-05-11,165.9866979122071,165.9014513208596,468904709.86,468663892.1999999,240817.66000008583,282495354.0,199.74456331033446,199.74456331033446,170811097.91,170811097.91,0.0,85514767.0,173.83103650293356,173.7655987211286,639715807.77,639474990.1099999,240817.66000008583,368010121.0,ok
2007-05-14,164.9963465216304,164.91115778342237,466495101.1,466254246.5,240854.60000002384,282730564.0,198.9054414521693,198.9054414521693,170002354.51,170002354.51,0.0,85468931.0,172.86755257771333,172.80213841955432,636497455.61,636256601.01,240854.60000002384,368199495.0,ok
2007-05-15,164.09575475470868,164.01075222168586,466113904.40999997,465872454.76,241449.64999997616,284049947.0,196.7590676458098,196.7590676458098,166183985.5,166183985.5,0.0,84460649.0,171.58201060519843,171.51649019611907,632297889.91,632056440.26,241449.64999997616,368510596.0,ok
2007-05-16,164.39475806608743,164.30943199147532,468276939.48,468033888.9499999,243050.5300000906,284849070.0,197.5733131112091,197.5733131112091,166875570.99,166875570.99,0.0,84462607.0,171.98278582185205,171.9169740576602,635152510.47,634909459.9399999,243050.5300000906,369311677.0,ok
2007-05-17,164.97105239944563,164.88405160675686,470110671.76,469862749.47,247922.28999996185,284965553.0,198.0122126496781,198.0122126496781,167145876.87,167145876.87,0.0,84411903.0,172.52177637771157,172.45465742229814,637256548.63,637008626.34,247922.28999996185,369377456.0,ok
2007-05-18,165.32914392214434,165.24238813879478,471672861.44,471425353.06,247508.37999999523,285293234.0,198.23952727767121,198.23952727767121,167431897.45999998,167431897.45999998,0.0,84459391.0,172.84657787081295,172.77963895996683,639104758.9,638857250.52,247508.37999999523,369752625.0,ok
2007-05-21,167.09368104393238,167.0046100408892,478789104.11,478533880.65999997,255223.45000004768,286539324.0,199.2744301845538,199.2744301845538,168824809.03000003,168824809.03000003,0.0,84719755.0,174.43719218513712,174.3684468090813,647613913.1400001,647358689.69,255223.45000004768,371259079.0,ok
2007-05-22,168.4685190476148,168.37931140257865,482040343.20000005,481785092.64,255250.560000062,286130813.0,200.56581884381427,200.56581884381427,170483605.52,170483605.52,0.0,85001326.0,175.81984424151423,175.7510680474913,652523948.72,652268698.16,255250.560000062,371132139.0,ok
2007-05-23,168.5553165657773,168.46028239736103,482513560.55,482241511.73,272048.81999999285,286264219.0,201.38384289765497,201.38384289765497,172470701.39,172470701.39,0.0,85642770.0,176.11507213165066,176.0419224388386,654984261.94,654712213.12,272048.82000005245,371906989.0,ok
2007-05-24,168.9242963197777,168.83078302197265,485086159.75,484817625.22,268534.5299999714,287161865.0,203.19363784482664,203.19363784482664,174876724.87,174876724.87,0.0,86064075.0,176.82663874327707,176.7546891542426,659962884.62,659694350.09,268534.5299999714,373225940.0,ok
2007-05-25,168.56102139660294,168.4666050588333,487174261.69,486901380.03999996,272881.65000003576,289019524.0,204.42086518404773,204.42086518404773,177660317.79000002,177660317.79000002,0.0,86909092.0,176.8512827126733,176.77869402471876,664834579.48,664561697.8299999,272881.65000009537,375928616.0,ok
2007-05-28,167.94436600151147,167.84969079912855,486134563.14,485860514.72,274048.4199999571,289461668.0,203.2027968715422,203.2027968715422,176823178.44,176823178.44,0.0,87018083.0,176.09386423016412,176.02107189026484,662957741.5799999,662683693.1600001,274048.4199998379,376479751.0,ok
2007-05-29,168.07687838790616,167.9820670702887,485960212.90999997,485686085.21,274127.6999999881,289129723.0,202.80626005299376,202.80626005299376,177093721.88,177093721.88,0.0,87321625.0,176.13270302063043,176.05988412877193,663053934.79,662779807.0899999,274127.7000000477,376451348.0,ok
2007-05-30,167.79114294663162,167.69613393697824,486449148.36,486173704.43,275443.93000000715,289913484.0,202.647526376655,202.647526376655,177283371.64999998,177283371.64999998,0.0,87483610.0,175.87112634470893,175.79814116957667,663732520.01,663457076.0799999,275443.93000006676,377397094.0,ok
2007-05-31,169.79790785881696,169.693099090758,493343421.82,493038902.65999997,304519.1600000262,290547409.0,206.2552612206468,206.2552612206468,181124786.06,181124786.06,0.0,87815838.0,178.25944069033744,178.17895740809098,674468207.88,674163688.72,304519.1599999666,378363247.0,ok
2007-06-01,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070601: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-04,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070604: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-05,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070605: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-06,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070606: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-07,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070607: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-08,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070608: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-11,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070611: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-12,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070612: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-13,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070613: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-14,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070614: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-15,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070615: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-18,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20070618: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2007-06-19,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20070619: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2007-06-20,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070620: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-21,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070621: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-22,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070622: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-25,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070625: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-26,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070626: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-27,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070627: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-28,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070628: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-06-29,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070629: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-02,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070702: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-03,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070703: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-04,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070704: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-05,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070705: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-06,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070706: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-09,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070709: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-10,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070710: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-11,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070711: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-12,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070712: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-13,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070713: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-16,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070716: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-17,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070717: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-18,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070718: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-19,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070719: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-20,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070720: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-23,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070723: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-24,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070724: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
2007-07-25,,,,,,,,,,,,,,,,,,,data unavailable: TPEX margin/balance 20070725: stat='很抱歉，沒有符合條件的資料!' (keys=stat; stat='很抱歉，沒有符合條件的資料!')
